candidate_id,regularization,development_brier,development_pr_auc,selected
C3,0.05,0.041658582231546594,0.08333333333333333,True
C3,0.01,0.04166454516330411,0.08333333333333333,False
C4,0.01,0.05213511896122855,0.043478260869565216,True
C4,0.05,0.05213511896122855,0.043478260869565216,False
C5,0.01,0.041712529354912715,0.05,True
C5,0.05,0.041902243355498664,0.05,False
