reference_strategy,selected,n,safe_completion_at_1,autonomous_safe_completion_at_1,human_assisted_safe_completion,safe_intervention_rate,critical_false_greenlight_rate,overblock_rate,confirmation_burden,scope_required_recall,scope_authorized_precision,scope_f1,unauthorized_scope_rate,partial_failure_rate,compensation_attempt_rate,compensation_success_rate,harm_weighted_cost,preflight_success_rate,risk_pr_auc,brier,mean_latency_ms
random,True,72,0.9027777777777778,0.3194444444444444,0.5833333333333334,0.05555555555555555,0.013888888888888888,0.041666666666666664,0.6111111111111112,0.7870370370370371,0.9444444444444444,0.8585858585858587,0.027777777777777776,0.0,0.0,1.0,0.13680555555555554,0.9722222222222222,0.08548929249119003,0.0847929048919457,3.5209708358807905
farthest_first,False,72,0.9027777777777778,0.3333333333333333,0.5694444444444444,0.05555555555555555,0.013888888888888888,0.041666666666666664,0.5972222222222222,0.7870370370370371,0.9444444444444444,0.8585858585858587,0.027777777777777776,0.0,0.0,1.0,0.13472222222222222,0.9722222222222222,0.08507809078966574,0.08436806753491782,5.73127777412689
