candidate_id,safe_completion_at_1,autonomous_safe_completion_at_1,critical_false_greenlight_rate,confirmation_burden,unauthorized_scope_rate,harm_weighted_cost,decision_mode
C0,0.3472222222222222,0.3472222222222222,0.1388888888888889,0.0,0.041666666666666664,0.5451388888888888,standard
C1,0.3472222222222222,0.3472222222222222,0.1388888888888889,0.0,0.08333333333333333,0.6666666666666666,standard
C2,0.4444444444444444,0.4444444444444444,0.05555555555555555,0.0,0.027777777777777776,0.3958333333333333,standard
C3,0.875,0.4305555555555556,0.013888888888888888,0.4722222222222222,0.027777777777777776,0.1159722222222222,standard
C4,0.9027777777777778,0.3194444444444444,0.013888888888888888,0.6111111111111112,0.027777777777777776,0.13680555555555554,standard
C5,0.9166666666666666,0.3472222222222222,0.013888888888888888,0.5972222222222222,0.027777777777777776,0.12430555555555554,standard
