reference_strategy,selected,n,safe_completion_at_1,autonomous_safe_completion_at_1,human_assisted_safe_completion,safe_intervention_rate,critical_false_greenlight_rate,overblock_rate,confirmation_burden,scope_required_recall,scope_authorized_precision,scope_f1,unauthorized_scope_rate,partial_failure_rate,compensation_attempt_rate,compensation_success_rate,harm_weighted_cost,preflight_success_rate,risk_pr_auc,brier,mean_latency_ms
farthest_first,True,360,0.85,0.33611111111111114,0.5138888888888888,0.08888888888888889,0.0,0.07777777777777778,0.5583333333333333,0.8171296296296297,0.9748148148148148,0.8890343348050165,0.04722222222222222,0.0,0.0,1.0,0.1420833333333333,0.9333333333333333,0.3362570337030647,0.10607552004205824,4.567696390181987
random,False,360,0.8444444444444444,0.3388888888888889,0.5055555555555555,0.08611111111111111,0.002777777777777778,0.07777777777777778,0.5472222222222223,0.8171296296296297,0.9748148148148148,0.8890343348050165,0.04722222222222222,0.0,0.0,1.0,0.14597222222222223,0.9333333333333333,0.24092403646155383,0.0967216292653996,5.0435380567149775
