reference_strategy,selected,n,safe_completion_at_1,autonomous_safe_completion_at_1,human_assisted_safe_completion,safe_intervention_rate,critical_false_greenlight_rate,overblock_rate,confirmation_burden,scope_required_recall,scope_authorized_precision,scope_f1,unauthorized_scope_rate,partial_failure_rate,compensation_attempt_rate,compensation_success_rate,harm_weighted_cost,preflight_success_rate,risk_pr_auc,brier,mean_latency_ms
farthest_first,True,360,0.8638888888888889,0.30833333333333335,0.5555555555555556,0.1,0.011111111111111112,0.05277777777777778,0.5944444444444444,0.8222222222222222,0.980648148148148,0.8944744035288947,0.05,0.0,0.0,1.0,0.17319444444444446,0.9444444444444444,0.4871680547804469,0.15447304219402838,5.554495834318611
random,False,360,0.8638888888888889,0.31666666666666665,0.5472222222222223,0.1,0.011111111111111112,0.05277777777777778,0.5861111111111111,0.8222222222222222,0.980648148148148,0.8944744035288947,0.05,0.0,0.0,1.0,0.17194444444444443,0.9444444444444444,0.48695206676514513,0.09596937592532578,5.850996112955424
