reference_strategy,selected,n,safe_completion_at_1,autonomous_safe_completion_at_1,human_assisted_safe_completion,safe_intervention_rate,critical_false_greenlight_rate,overblock_rate,confirmation_burden,scope_required_recall,scope_authorized_precision,scope_f1,unauthorized_scope_rate,partial_failure_rate,compensation_attempt_rate,compensation_success_rate,harm_weighted_cost,preflight_success_rate,risk_pr_auc,brier,mean_latency_ms
farthest_first,True,360,0.8527777777777777,0.33611111111111114,0.5166666666666667,0.09166666666666666,0.013888888888888888,0.058333333333333334,0.5583333333333333,0.8148148148148149,0.9741203703703704,0.8873744736688243,0.05277777777777778,0.0,0.0,1.0,0.18583333333333335,0.9555555555555556,0.41592660866484754,0.08790108376252063,8.942473334738882
random,False,360,0.85,0.3333333333333333,0.5166666666666667,0.09166666666666666,0.013888888888888888,0.058333333333333334,0.5583333333333333,0.8148148148148149,0.9741203703703704,0.8873744736688243,0.05277777777777778,0.0,0.0,1.0,0.18583333333333335,0.9555555555555556,0.42560132000760675,0.08382984633908579,7.2715650021564215
