reference_strategy,selected,n,safe_completion_at_1,autonomous_safe_completion_at_1,human_assisted_safe_completion,safe_intervention_rate,critical_false_greenlight_rate,overblock_rate,confirmation_burden,scope_required_recall,scope_authorized_precision,scope_f1,unauthorized_scope_rate,partial_failure_rate,compensation_attempt_rate,compensation_success_rate,harm_weighted_cost,preflight_success_rate,risk_pr_auc,brier,mean_latency_ms
farthest_first,True,360,0.8611111111111112,0.33055555555555555,0.5305555555555556,0.09166666666666666,0.005555555555555556,0.06388888888888888,0.5666666666666667,0.8226851851851852,0.9788888888888888,0.8940152929822457,0.05277777777777778,0.0,0.0,1.0,0.15513888888888888,0.9361111111111111,0.5598486901036697,0.0782157742748099,5.151706942059617
random,False,360,0.8638888888888889,0.3416666666666667,0.5222222222222223,0.09166666666666666,0.005555555555555556,0.06388888888888888,0.5583333333333333,0.8226851851851852,0.9788888888888888,0.8940152929822457,0.05277777777777778,0.0,0.0,1.0,0.15388888888888885,0.9361111111111111,0.4151722801498046,0.0840515377951868,4.605771943978551
