review_capacity,threshold,safety_eligible,n,safe_completion_at_1,autonomous_safe_completion_at_1,human_assisted_safe_completion,safe_intervention_rate,critical_false_greenlight_rate,overblock_rate,confirmation_burden,scope_required_recall,scope_authorized_precision,scope_f1,unauthorized_scope_rate,partial_failure_rate,compensation_attempt_rate,compensation_success_rate,harm_weighted_cost,preflight_success_rate,risk_pr_auc,brier,mean_latency_ms,selected
0.12,0.10947380507900986,True,90,0.9333333333333333,0.5,0.43333333333333335,0.05555555555555555,0.0,0.022222222222222223,0.4444444444444444,0.8111111111111111,0.9722222222222222,0.8843890619591555,0.022222222222222223,0.0,0.0,1.0,0.08333333333333333,0.9444444444444444,0.827027027027027,0.023219710754080865,7.288629996279876,True
0.14,0.10083740646769314,True,90,0.9444444444444444,0.5,0.4444444444444444,0.05555555555555555,0.0,0.022222222222222223,0.45555555555555555,0.8111111111111111,0.9722222222222222,0.8843890619591555,0.022222222222222223,0.0,0.0,1.0,0.085,0.9444444444444444,0.827027027027027,0.023219710754080865,6.5146744535822005,False
0.16,0.09979281624304072,True,90,0.9444444444444444,0.5,0.4444444444444444,0.05555555555555555,0.0,0.022222222222222223,0.45555555555555555,0.8111111111111111,0.9722222222222222,0.8843890619591555,0.022222222222222223,0.0,0.0,1.0,0.085,0.9444444444444444,0.827027027027027,0.023219710754080865,7.273070003268206,False
0.18,0.09944117967458978,True,90,0.9444444444444444,0.5,0.4444444444444444,0.05555555555555555,0.0,0.022222222222222223,0.45555555555555555,0.8111111111111111,0.9722222222222222,0.8843890619591555,0.022222222222222223,0.0,0.0,1.0,0.085,0.9444444444444444,0.827027027027027,0.023219710754080865,8.292485567896316,False
0.2,0.09434550538573752,True,90,0.9444444444444444,0.5,0.4444444444444444,0.05555555555555555,0.0,0.022222222222222223,0.45555555555555555,0.8111111111111111,0.9722222222222222,0.8843890619591555,0.022222222222222223,0.0,0.0,1.0,0.085,0.9444444444444444,0.827027027027027,0.023219710754080865,7.616838889144775,False
0.22,0.09243209713330434,True,90,0.9444444444444444,0.5,0.4444444444444444,0.05555555555555555,0.0,0.022222222222222223,0.45555555555555555,0.8111111111111111,0.9722222222222222,0.8843890619591555,0.022222222222222223,0.0,0.0,1.0,0.085,0.9444444444444444,0.827027027027027,0.023219710754080865,6.121245559511913,False
0.24,0.09131670290659667,True,90,0.9444444444444444,0.4888888888888889,0.45555555555555555,0.05555555555555555,0.0,0.022222222222222223,0.4666666666666667,0.8111111111111111,0.9722222222222222,0.8843890619591555,0.022222222222222223,0.0,0.0,1.0,0.08666666666666667,0.9444444444444444,0.827027027027027,0.023219710754080865,7.1647588913846345,False
